sku,title,category,brand,model,retail_price_inr,wholesale_price_inr,moq,stock,rating,image_prompt,image_alt,animation_treatment,poc_only,source_note
BE-0082,Astra NVMe SSD NVM-1082,Desktop & Components,Astra,NVM-1082,7149,5860,1,79,4.8,"premium studio product photograph of a nvme ssd, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra NVMe SSD, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0083,Orbis DDR5 RAM DDR-1083,Desktop & Components,Orbis,DDR-1083,2099,1720,1,3,4.9,"premium studio product photograph of a ddr5 ram, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis DDR5 RAM, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0084,IndusTech Power Supply POW-1084,Desktop & Components,IndusTech,POW-1084,3049,2500,1,10,3.8,"premium studio product photograph of a power supply, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Power Supply, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0085,NovaTek Desktop PC DES-1085,Desktop & Components,NovaTek,DES-1085,2999,2460,1,17,3.9,"premium studio product photograph of a desktop pc, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Desktop PC, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0086,Cobalt Motherboard MOT-1086,Desktop & Components,Cobalt,MOT-1086,3949,3240,1,24,4.0,"premium studio product photograph of a motherboard, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Motherboard, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0087,Astra Graphics Card GRA-1087,Desktop & Components,Astra,GRA-1087,4899,4020,1,31,4.1,"premium studio product photograph of a graphics card, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Graphics Card, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0088,Orbis NVMe SSD NVM-1088,Desktop & Components,Orbis,NVM-1088,5849,4800,1,38,4.2,"premium studio product photograph of a nvme ssd, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis NVMe SSD, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0089,IndusTech DDR5 RAM DDR-1089,Desktop & Components,IndusTech,DDR-1089,6799,5580,1,45,4.3,"premium studio product photograph of a ddr5 ram, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech DDR5 RAM, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0090,NovaTek Power Supply POW-1090,Desktop & Components,NovaTek,POW-1090,6749,5530,1,52,4.4,"premium studio product photograph of a power supply, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Power Supply, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0091,Cobalt Desktop PC DES-1091,Desktop & Components,Cobalt,DES-1091,1699,1390,1,59,4.5,"premium studio product photograph of a desktop pc, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Desktop PC, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0092,Astra Motherboard MOT-1092,Desktop & Components,Astra,MOT-1092,2649,2170,1,66,4.6,"premium studio product photograph of a motherboard, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Motherboard, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0093,Orbis Graphics Card GRA-1093,Desktop & Components,Orbis,GRA-1093,3599,2950,1,73,4.7,"premium studio product photograph of a graphics card, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Graphics Card, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0094,IndusTech NVMe SSD NVM-1094,Desktop & Components,IndusTech,NVM-1094,4549,3730,1,80,4.8,"premium studio product photograph of a nvme ssd, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech NVMe SSD, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0095,NovaTek DDR5 RAM DDR-1095,Desktop & Components,NovaTek,DDR-1095,4499,3690,1,4,4.9,"premium studio product photograph of a ddr5 ram, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek DDR5 RAM, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0096,Cobalt Power Supply POW-1096,Desktop & Components,Cobalt,POW-1096,5449,4470,1,11,3.8,"premium studio product photograph of a power supply, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Power Supply, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0097,Astra Desktop PC DES-1097,Desktop & Components,Astra,DES-1097,6399,5250,1,18,3.9,"premium studio product photograph of a desktop pc, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Desktop PC, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0098,Orbis Motherboard MOT-1098,Desktop & Components,Orbis,MOT-1098,7349,6030,1,25,4.0,"premium studio product photograph of a motherboard, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Motherboard, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0099,IndusTech Graphics Card GRA-1099,Desktop & Components,IndusTech,GRA-1099,2299,1890,1,32,4.1,"premium studio product photograph of a graphics card, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Graphics Card, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0100,NovaTek NVMe SSD NVM-1100,Desktop & Components,NovaTek,NVM-1100,2249,1840,1,39,4.2,"premium studio product photograph of a nvme ssd, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek NVMe SSD, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0101,Cobalt DDR5 RAM DDR-1101,Desktop & Components,Cobalt,DDR-1101,3199,2620,1,46,4.3,"premium studio product photograph of a ddr5 ram, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt DDR5 RAM, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0102,Astra Power Supply POW-1102,Desktop & Components,Astra,POW-1102,4149,3400,1,53,4.4,"premium studio product photograph of a power supply, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Power Supply, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0103,IndusTech 4K Smart TV KSM-1103,TV & Home Theatre,IndusTech,KSM-1103,5599,4590,1,60,4.5,"premium studio product photograph of a 4k smart tv, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech 4K Smart TV, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0104,NovaTek QLED TV QLE-1104,TV & Home Theatre,NovaTek,QLE-1104,6549,5370,1,67,4.6,"premium studio product photograph of a qled tv, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek QLED TV, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0105,Cobalt OLED TV OLE-1105,TV & Home Theatre,Cobalt,OLE-1105,6499,5330,1,74,4.7,"premium studio product photograph of a oled tv, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt OLED TV, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0106,Astra Soundbar SOU-1106,TV & Home Theatre,Astra,SOU-1106,7449,6110,1,81,4.8,"premium studio product photograph of a soundbar, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Soundbar, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0107,Orbis Home Theatre HOM-1107,TV & Home Theatre,Orbis,HOM-1107,8399,6890,1,5,4.9,"premium studio product photograph of a home theatre, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Home Theatre, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0108,IndusTech 4K Smart TV KSM-1108,TV & Home Theatre,IndusTech,KSM-1108,9349,7670,1,12,3.8,"premium studio product photograph of a 4k smart tv, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech 4K Smart TV, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0109,NovaTek QLED TV QLE-1109,TV & Home Theatre,NovaTek,QLE-1109,10299,8450,1,19,3.9,"premium studio product photograph of a qled tv, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek QLED TV, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0110,Cobalt OLED TV OLE-1110,TV & Home Theatre,Cobalt,OLE-1110,10249,8400,1,26,4.0,"premium studio product photograph of a oled tv, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt OLED TV, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0111,Astra Soundbar SOU-1111,TV & Home Theatre,Astra,SOU-1111,5199,4260,1,33,4.1,"premium studio product photograph of a soundbar, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Soundbar, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0112,Orbis Home Theatre HOM-1112,TV & Home Theatre,Orbis,HOM-1112,6149,5040,1,40,4.2,"premium studio product photograph of a home theatre, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Home Theatre, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0113,IndusTech 4K Smart TV KSM-1113,TV & Home Theatre,IndusTech,KSM-1113,7099,5820,1,47,4.3,"premium studio product photograph of a 4k smart tv, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech 4K Smart TV, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
